cell_id,timestamp,technology,rsrp,rsrq,sinr,throughput_dl,throughput_ul,latency,jitter,packet_loss,handover_label,is_anomaly,latitude,longitude,prb_utilization,active_users,sla_compliant
CELL_007,2024-01-02 18:42:00,5G,-118.9,-7.0,8.931614479757226,294.21,143.07466351788491,2.397,0.4535769652372115,0.0821,1,0,36.82,10.17,53.1,12,1
CELL_020,2024-01-02 18:43:00,5G,-72.6,-5.79,25.635290514897452,198.13,94.36708405737545,2.289,0.1674758470302338,0.0224,1,0,36.82,10.17,54.6,14,1
CELL_018,2024-01-02 18:44:00,5G,-119.1,-4.37,3.3513282875014205,260.23,101.63787117498042,1.772,0.296405887984383,0.0179,1,0,36.82,10.17,46.2,11,1
CELL_011,2024-01-02 18:45:00,5G,-93.5,-16.3,22.603358000250843,178.41,57.24532947118929,1.496,0.10603871990471712,0.0712,1,0,36.82,10.17,52.8,10,1
CELL_019,2024-01-02 18:46:00,5G,-87.3,-8.66,1.283848517066481,1253.01,548.1849948221341,3.557,0.3005987023664148,0.3451,1,0,36.82,10.17,71.8,8,1
CELL_005,2024-01-02 18:47:00,5G,-79.8,-12.97,4.2638208179445165,32.01,13.286120167792141,34.977,6.367180083904241,0.0317,1,0,36.82,10.17,45.1,185,1
CELL_019,2024-01-02 18:48:00,5G,-70.2,-18.75,20.550437589381296,205.19,69.1036193227273,1.59,0.23133032585224442,0.1198,1,0,36.82,10.17,58.8,11,0
CELL_011,2024-01-02 18:49:00,5G,-105.0,-13.57,-3.947873665814592,36.02,16.228050068645974,33.326,6.415163266057619,2.0536,1,0,36.82,10.17,33.9,199,1
CELL_012,2024-01-02 18:50:00,5G,-83.9,-4.29,4.395778248228147,708.06,239.15857071006278,6.718,1.0621769410894326,0.2191,1,0,36.82,10.17,77.9,43,1
CELL_010,2024-01-02 18:51:00,5G,-108.9,-15.98,23.406456622845226,753.18,276.0562433613429,9.68,0.8999378037314253,1.6731,1,0,36.82,10.17,60.5,50,1
CELL_008,2024-01-02 18:52:00,5G,-83.7,-7.9,14.016893647328612,957.91,468.19342513248824,10.015,0.6320020877954589,0.4359,1,0,36.82,10.17,63.5,32,1
CELL_009,2024-01-02 18:53:00,5G,-97.3,-8.23,11.228370789318856,193.81,63.31097012644709,2.119,0.14041160935224353,0.0053,1,0,36.82,10.17,39.4,11,1
CELL_004,2024-01-02 18:54:00,5G,-118.7,-14.43,20.558750737129287,843.5,391.8626789708401,5.835,1.0698280461359306,0.4811,1,0,36.82,10.17,79.1,57,1
CELL_005,2024-01-02 18:55:00,5G,-100.3,-8.08,-0.016195304388409326,42.44,14.269825289191441,22.213,1.6419419656918304,0.5792,1,0,36.82,10.17,37.4,182,1
CELL_008,2024-01-02 18:56:00,5G,-86.9,-11.26,23.08128496344574,813.31,262.99359948495226,6.315,0.472033128127177,0.1606,1,0,36.82,10.17,89.5,43,1
CELL_009,2024-01-02 18:57:00,5G,-100.6,-5.2,19.499734372154872,314.55,140.83422176364317,1.598,0.2602462213909799,0.0441,1,0,36.82,10.17,65.3,12,1
CELL_015,2024-01-02 18:58:00,5G,-99.6,-11.04,2.6718443380727095,838.13,380.57651325274315,8.674,1.2172519027404778,0.0203,1,0,36.82,10.17,76.6,53,1
CELL_015,2024-01-02 18:59:00,5G,-99.9,-7.13,-3.4349994295618185,967.98,349.1632162692442,9.764,0.7769041487438784,0.1731,0,0,36.82,10.17,90.1,47,1
CELL_016,2024-01-02 19:00:00,5G,-95.9,-16.5,19.082734655728014,47.99,21.01681297544888,35.324,6.207663181172312,2.43,1,0,36.82,10.17,34.3,225,1
CELL_014,2024-01-02 19:01:00,5G,-104.4,-10.36,23.954419099736587,208.73,67.34071225017253,1.573,0.1622401507628309,0.0015,1,0,36.82,10.17,49.3,14,1
CELL_008,2024-01-02 19:02:00,5G,-85.9,-13.91,11.798726662616733,1164.31,484.46963057514137,5.257,0.6356594022367839,0.1406,1,0,36.82,10.17,82.8,11,1
CELL_018,2024-01-02 19:03:00,5G,-118.0,-7.52,16.257062788949835,1062.81,450.7088319082561,4.547,0.6371001165044151,0.1298,1,0,36.82,10.17,60.8,10,1
CELL_010,2024-01-02 19:04:00,5G,-101.7,-9.18,6.483144464065392,866.1,314.44582062853925,8.067,1.4574442120050801,0.1646,1,0,36.82,10.17,61.4,34,1
CELL_020,2024-01-02 19:05:00,5G,-84.8,-16.99,19.000653317876985,679.12,300.88494938733555,13.408,0.7356308589320814,0.0202,1,0,36.82,10.17,75.6,46,1
CELL_006,2024-01-02 19:06:00,5G,-113.6,-19.94,-4.327029487167387,47.63,18.09656305555674,9.318,1.3853976221391229,0.4863,1,0,36.82,10.17,33.8,208,1
CELL_012,2024-01-02 19:07:00,5G,-83.7,-3.19,17.528693334909388,1274.9,390.92070378936086,3.743,0.7409656288008732,0.0105,1,0,36.82,10.17,85.9,7,1
CELL_002,2024-01-02 19:08:00,5G,-104.8,-15.87,1.100685041376293,116.44,56.161582563834635,1.582,0.29019224479601985,0.0956,1,0,36.82,10.17,42.3,8,1
CELL_007,2024-01-02 19:09:00,5G,-118.9,-10.94,25.67381335435614,39.7,15.638408958164119,13.336,1.5937904222211028,1.5206,0,0,36.82,10.17,38.8,208,1
CELL_016,2024-01-02 19:10:00,5G,-111.2,-10.95,26.84261847142799,49.95,18.095988481672155,34.052,3.3185216333613847,0.6865,1,0,36.82,10.17,44.1,219,1
CELL_003,2024-01-02 19:11:00,5G,-97.9,-10.17,18.06744251881469,584.45,262.809517648318,9.185,1.0319846832693484,0.4581,1,0,36.82,10.17,72.4,48,1
CELL_013,2024-01-02 19:12:00,5G,-93.9,-5.35,-2.5754711612132386,181.33,84.82753205368192,1.76,0.3362999529833258,0.0676,1,0,36.82,10.17,42.6,12,1
CELL_003,2024-01-02 19:13:00,5G,-101.3,-14.32,-4.119625853756354,50.36,19.00008844622796,24.847,4.84560683459053,0.261,1,0,36.82,10.17,47.1,210,1
CELL_018,2024-01-02 19:14:00,5G,-92.5,-8.64,-2.5212912786326958,247.05,114.08116884497117,1.94,0.17622913522766942,0.0567,1,0,36.82,10.17,48.5,13,1
CELL_011,2024-01-02 19:15:00,5G,-76.5,-13.28,18.086444405848937,957.58,301.39369200840724,9.411,1.478943223163703,0.1931,1,0,36.82,10.17,65.8,47,1
CELL_008,2024-01-02 19:16:00,5G,-81.2,-13.42,14.500318542456906,829.26,394.10584325450725,7.508,0.5059928462555827,0.2071,1,0,36.82,10.17,71.5,44,1
CELL_006,2024-01-02 19:17:00,5G,-100.9,-14.34,1.7673417398984288,1008.69,367.3478864220132,6.208,0.415638814270147,0.892,1,0,36.82,10.17,82.3,47,1
CELL_001,2024-01-02 19:18:00,5G,-110.9,-10.06,21.036199682109707,901.16,419.8028223548298,6.923,0.4770549762253367,0.0452,1,0,36.82,10.17,73.4,55,1
CELL_001,2024-01-02 19:19:00,5G,-111.5,-4.09,15.614430306742587,1195.23,495.5452714111418,4.573,0.8653391701889498,0.4611,1,0,36.82,10.17,94.3,13,1
CELL_008,2024-01-02 19:20:00,5G,-94.6,-12.89,12.143079723180197,815.19,374.0215294830771,7.221,1.0684432840102815,0.7353,1,0,36.82,10.17,74.3,41,1
CELL_005,2024-01-02 19:21:00,5G,-86.3,-14.65,28.35707821703869,830.31,315.4242428591693,5.033,0.5721190738002098,0.4113,1,0,36.82,10.17,63.3,54,1
CELL_016,2024-01-02 19:22:00,5G,-110.1,-16.57,0.28801742748245296,682.29,296.1601437852469,4.873,0.8678390956365984,0.2151,1,0,36.82,10.17,74.2,46,1
CELL_011,2024-01-02 19:23:00,5G,-108.7,-9.75,19.578771740504024,228.02,81.67969420989446,1.995,0.19465592812874735,0.1319,1,0,36.82,10.17,46.9,15,0
CELL_005,2024-01-02 19:24:00,5G,-72.6,-14.68,22.500543408332916,242.62,91.91653838851123,1.789,0.22817242926668785,0.0011,1,0,36.82,10.17,54.0,9,1
CELL_004,2024-01-02 19:25:00,5G,-114.2,-16.46,25.995147610942904,815.3,245.40872654339825,9.284,1.3733391150853895,0.0817,1,0,36.82,10.17,54.0,48,1
CELL_006,2024-01-02 19:26:00,5G,-116.6,-8.07,0.12741543070080308,635.98,259.67961058814365,9.412,1.4637200417711347,0.531,1,0,36.82,10.17,96.7,43,1
CELL_014,2024-01-02 19:27:00,5G,-118.3,-14.34,13.531795367482381,937.95,437.45303318797545,7.721,1.5101595931947538,0.2172,1,0,36.82,10.17,90.0,40,1
CELL_019,2024-01-02 19:28:00,5G,-86.9,-9.82,-2.565386663845058,185.67,59.724466360154324,2.151,0.32040974552775764,0.0001,1,0,36.82,10.17,49.7,10,1
CELL_009,2024-01-02 19:29:00,5G,-78.0,-12.79,5.992944889759638,685.29,252.27343733539996,9.412,0.8301475317943233,0.8634,1,0,36.82,10.17,67.9,38,1
CELL_012,2024-01-02 19:30:00,5G,-104.8,-4.53,24.219118591694762,1113.63,457.8695796185321,5.847,1.0711475924586045,0.0146,1,0,36.82,10.17,77.6,7,1
CELL_011,2024-01-02 19:31:00,5G,-91.0,-13.6,0.22663272319422578,265.87,90.83883619208095,2.432,0.33812986084320623,0.0923,1,0,36.82,10.17,60.6,12,1
CELL_014,2024-01-02 19:32:00,5G,-82.4,-3.77,-2.4458179141370238,811.44,334.1416559573646,6.868,0.7335711121525135,0.329,1,0,36.82,10.17,65.8,40,1
CELL_016,2024-01-02 19:33:00,5G,-82.0,-4.22,25.31660174775662,57.57,23.540514863472914,12.275,2.2538992452130597,3.9481,1,0,36.82,10.17,33.9,188,1
CELL_001,2024-01-02 19:34:00,5G,-111.5,-3.89,9.062470829675435,845.37,291.2374072853936,8.49,0.8103707288902411,0.2793,1,0,36.82,10.17,75.9,45,1
CELL_013,2024-01-02 19:35:00,5G,-108.5,-6.3,7.308517425095053,265.63,113.68404616665714,1.537,0.18065989874525562,0.0053,1,0,36.82,10.17,50.1,11,1
CELL_013,2024-01-02 19:36:00,5G,-114.4,-5.04,7.468418328476615,717.95,255.43206652852322,7.907,0.633950842227609,1.6273,1,0,36.82,10.17,63.1,38,1
CELL_002,2024-01-02 19:37:00,5G,-95.4,-12.91,22.172496736545618,234.41,108.94292917904511,1.324,0.26253163104840616,0.0436,1,0,36.82,10.17,53.4,10,1
CELL_004,2024-01-02 19:38:00,5G,-72.0,-17.13,-0.6974010612869854,26.52,8.33800226978691,27.505,3.3347172281332584,0.9769,1,0,36.82,10.17,29.4,213,1
CELL_006,2024-01-02 19:39:00,5G,-76.9,-13.83,23.76971953317911,1183.96,575.9905179934443,6.121,1.083091510593942,0.0793,1,0,36.82,10.17,81.0,5,1
CELL_005,2024-01-02 19:40:00,5G,-78.2,-17.77,6.434950596861583,557.76,246.3271327057478,7.944,1.5362807538356091,1.1124,0,0,36.82,10.17,67.0,55,1
CELL_003,2024-01-02 19:41:00,5G,-114.2,-3.97,9.985730079315202,851.66,311.9796314056313,9.206,1.0734001269109823,0.8485,1,0,36.82,10.17,58.9,38,1
CELL_001,2024-01-02 19:42:00,5G,-94.7,-15.95,2.9030596940915734,262.04,82.72094079005528,1.467,0.19605321340342596,0.1269,1,0,36.82,10.17,61.7,13,0
CELL_004,2024-01-02 19:43:00,5G,-98.9,-13.18,21.90632453603213,1240.31,493.0640969275771,5.362,0.5834227211162022,0.1024,1,0,36.82,10.17,93.3,8,1
CELL_020,2024-01-02 19:44:00,5G,-104.3,-19.24,6.782894750041908,1575.77,653.6264592803826,3.205,0.525161200318361,0.0713,1,0,36.82,10.17,79.5,9,1
CELL_002,2024-01-02 19:45:00,5G,-89.3,-18.65,24.968024060902668,889.06,402.93993412521166,8.593,1.2732172087751432,0.6992,1,0,36.82,10.17,73.3,37,1
CELL_005,2024-01-02 19:46:00,5G,-79.4,-12.45,12.272113791152151,848.3,383.2508266946394,6.714,0.8566040823757233,0.5055,1,0,36.82,10.17,63.5,42,1
CELL_003,2024-01-02 19:47:00,5G,-118.2,-18.14,4.603375827808893,275.81,87.33862708080578,1.973,0.2987988142818135,0.0345,1,0,36.82,10.17,59.3,14,1
CELL_009,2024-01-02 19:48:00,5G,-106.8,-17.14,29.69786696205236,795.78,314.97721105499085,6.361,0.8847518118733282,1.027,1,0,36.82,10.17,67.6,41,1
CELL_020,2024-01-02 19:49:00,5G,-85.1,-18.52,3.85960639510839,862.16,407.7649912922612,8.51,1.42897393579996,1.5857,1,0,36.82,10.17,72.1,53,1
CELL_006,2024-01-02 19:50:00,5G,-75.4,-7.77,24.90836435248677,891.81,431.68560600824964,7.809,0.39698055175243635,0.4458,1,0,36.82,10.17,65.5,41,1
CELL_018,2024-01-02 19:51:00,5G,-78.5,-3.37,28.75616143543227,160.59,64.77223063223809,1.34,0.20324390966179456,0.016,1,0,36.82,10.17,69.9,7,1
CELL_006,2024-01-02 19:52:00,5G,-118.7,-12.88,23.53262490051376,1231.57,453.68949003165415,5.069,0.7234028409844097,0.7753,1,0,36.82,10.17,93.6,8,0
CELL_019,2024-01-02 19:53:00,5G,-107.7,-10.57,-2.02121370509028,1313.91,395.28325736124106,5.257,0.33319866167724466,0.5565,1,0,36.82,10.17,83.1,5,0
CELL_012,2024-01-02 19:54:00,5G,-87.6,-16.32,18.421343008601404,871.53,263.01183324855026,6.486,0.44926793547865584,0.1742,1,0,36.82,10.17,100.0,38,1
CELL_011,2024-01-02 19:55:00,5G,-101.9,-19.32,15.955622239676043,235.92,72.66166408914708,1.363,0.21446350343417042,0.045,1,0,36.82,10.17,60.1,14,1
CELL_002,2024-01-02 19:56:00,5G,-74.0,-19.52,16.77351185308182,36.52,11.574205740824269,14.477,2.82229466079212,2.4261,1,0,36.82,10.17,47.4,200,1
CELL_015,2024-01-02 19:57:00,5G,-107.4,-17.0,21.32431732795843,621.41,207.08991101218302,9.178,0.9609533422318822,0.4705,1,0,36.82,10.17,72.3,46,1
CELL_012,2024-01-02 19:58:00,5G,-86.0,-8.67,9.842719411903506,304.64,102.28226498699281,1.602,0.28470125347919123,0.0119,1,0,36.82,10.17,42.0,10,1
CELL_012,2024-01-02 19:59:00,5G,-111.0,-11.66,17.589701009617873,277.22,87.86032661658746,1.816,0.34839696513820756,0.0117,1,0,36.82,10.17,42.9,17,1
CELL_009,2024-01-02 20:00:00,5G,-103.7,-10.54,10.381757398673548,828.73,254.48923944588262,6.384,0.5305575009390924,0.8594,1,0,36.82,10.17,86.2,50,1
CELL_002,2024-01-02 20:01:00,5G,-78.4,-3.96,17.93912299999248,248.42,81.90692312479399,2.009,0.27403702430561616,0.0504,1,0,36.82,10.17,47.5,9,1
CELL_003,2024-01-02 20:02:00,5G,-92.0,-8.98,12.533607974325342,811.37,291.93079544379566,9.54,0.7332186743435539,0.488,1,0,36.82,10.17,71.0,53,1
CELL_012,2024-01-02 20:03:00,5G,-103.4,-19.66,22.194493976581377,230.5,87.69226600258204,2.336,0.25091042879232967,0.0367,1,0,36.82,10.17,61.6,17,1
CELL_016,2024-01-02 20:04:00,5G,-116.8,-19.06,29.454074495627182,891.36,391.7753543437595,4.864,0.7477088502201283,0.818,1,0,36.82,10.17,78.1,47,1
CELL_001,2024-01-02 20:05:00,5G,-120.89989282444468,-6.24,-6.978838238344795,631.68,240.54748663355232,8.428,0.49467829177898964,0.8327,1,1,36.82,10.17,86.3,58,1
CELL_003,2024-01-02 20:06:00,5G,-103.7,-6.79,3.6771094811108256,968.22,450.118226314477,7.973,0.48771298226608556,0.0591,1,0,36.82,10.17,63.3,45,1
CELL_020,2024-01-02 20:07:00,5G,-93.4,-14.67,19.044652306952287,50.22,22.583159935515717,34.493,2.8285846288392467,0.6159,1,0,36.82,10.17,32.0,211,1
CELL_002,2024-01-02 20:08:00,5G,-100.4,-18.75,4.403002110477674,264.81,80.62925193672422,1.127,0.21965922179292807,0.2202,1,0,36.82,10.17,61.0,9,0
CELL_009,2024-01-02 20:09:00,5G,-110.2,-3.27,10.165405804394414,210.2,101.79753485783434,1.935,0.3403810408910036,0.0,1,0,36.82,10.17,37.9,8,1
CELL_019,2024-01-02 20:10:00,5G,-115.3,-5.77,15.608202520710769,336.15,162.46657106898928,2.007,0.1805531676490865,0.0856,1,0,36.82,10.17,66.5,14,1
CELL_015,2024-01-02 20:11:00,5G,-92.3,-10.71,15.053969316577572,326.25,139.09028651706066,2.153,0.25845360076437485,0.0265,1,0,36.82,10.17,54.1,11,1
CELL_018,2024-01-02 20:12:00,5G,-83.1,-7.82,18.084932463885863,766.31,378.7561304749066,8.475,1.5827955895675136,0.9309,1,0,36.82,10.17,74.5,48,1
CELL_011,2024-01-02 20:13:00,5G,-89.1,-9.59,-1.0205851397407066,54.3,20.40826195569708,5.22,0.5663664389249708,0.9275,1,0,36.82,10.17,43.9,211,1
CELL_016,2024-01-02 20:14:00,5G,-111.1,-6.29,9.833652445987495,805.34,254.54914813920337,6.972,1.2076987171725382,0.5265,1,0,36.82,10.17,89.7,53,1
CELL_017,2024-01-02 20:15:00,5G,-101.3,-14.81,-3.7546106344248282,1019.55,315.3049396334193,7.546,0.6647860023809534,0.1228,0,0,36.82,10.17,63.9,49,1
CELL_005,2024-01-02 20:16:00,5G,-89.2,-7.81,23.006348173315352,66.6,22.569741388703022,20.357,1.8595190645712623,0.0149,1,0,36.82,10.17,51.3,162,1
CELL_012,2024-01-02 20:17:00,5G,-96.8,-4.06,18.977537550002513,785.35,241.75829563370831,10.944,0.5472223266804579,1.0438,1,0,36.82,10.17,87.0,52,1
CELL_011,2024-01-02 20:18:00,5G,-75.8,-12.8,12.534378997823072,601.86,189.69301001280147,10.685,2.113820512818173,0.2388,1,0,36.82,10.17,76.1,47,1
CELL_015,2024-01-02 20:19:00,5G,-85.1,-12.33,4.228340168563539,78.61,29.065163908273785,1.794,0.27438039273675635,0.0989,1,0,36.82,10.17,59.9,13,0
CELL_003,2024-01-02 20:20:00,5G,-111.8,-12.79,15.458009422657145,237.24,88.24819737975199,2.213,0.38401192896378994,0.0438,1,0,36.82,10.17,49.4,9,1
CELL_001,2024-01-02 20:21:00,5G,-87.4,-19.88,9.267894110279308,34.4,14.690152912190241,24.426,1.973950534328302,0.6205,1,0,36.82,10.17,39.6,190,1
CELL_020,2024-01-02 20:22:00,5G,-80.4,-11.62,27.246067229091565,214.75,74.6914243378523,2.677,0.4680378347135613,0.0338,1,0,36.82,10.17,60.9,13,1
CELL_016,2024-01-02 20:23:00,5G,-99.8,-6.83,18.784347347331344,281.94,98.57225513342954,1.809,0.2565663225534987,0.1913,1,0,36.82,10.17,70.5,19,0
CELL_002,2024-01-02 20:24:00,5G,-89.5,-10.18,19.030334431200995,23.13,7.809155829556197,25.104,2.5916773278920426,0.8288,0,0,36.82,10.17,16.2,216,1
CELL_002,2024-01-02 20:25:00,5G,-76.7,-4.19,9.995449016573335,808.72,316.156365601325,14.558,2.5818859202690003,0.9274,1,0,36.82,10.17,87.4,41,1
CELL_003,2024-01-02 20:26:00,5G,-88.1,-13.83,-3.0065480001418927,778.59,263.1385517285784,11.385,0.819539840197752,2.5904,1,0,36.82,10.17,69.3,36,0
CELL_008,2024-01-02 20:27:00,5G,-89.2,-14.93,15.415852114613365,175.35,77.10429594706369,2.016,0.16554523791660544,0.0437,1,0,36.82,10.17,56.3,5,1
CELL_015,2024-01-02 20:28:00,5G,-70.4,-19.51,16.110519960980096,684.61,299.20309026149806,10.565,0.8448580241729631,0.019,1,0,36.82,10.17,90.0,50,1
CELL_007,2024-01-02 20:29:00,5G,-103.8,-7.87,23.090949221043243,1255.8,456.4693231426251,5.494,0.3925933886975187,0.056,1,0,36.82,10.17,78.5,5,1
CELL_006,2024-01-02 20:30:00,5G,-86.7,-12.25,17.961086179630094,48.58,18.901798060520125,32.982,5.524813326751256,0.0934,1,0,36.82,10.17,5.0,207,1
CELL_009,2024-01-02 20:31:00,5G,-87.2,-12.02,22.022109782790984,1097.02,425.1759070003342,7.832,0.982405561990546,1.0787,1,0,36.82,10.17,71.2,54,1
CELL_020,2024-01-02 20:32:00,5G,-115.6,-17.66,13.37653270966495,592.95,284.04975034834206,8.47,1.199150890110971,0.0248,1,0,36.82,10.17,67.0,56,1
CELL_001,2024-01-02 20:33:00,5G,-107.8,-10.75,12.258021657559361,611.36,273.73413595657155,11.044,1.5762737938324594,0.053,1,0,36.82,10.17,71.4,49,1
CELL_008,2024-01-02 20:34:00,5G,-82.4,-5.09,3.332117213776387,2.0050289864446063,1.2660715301903913,7.489,0.6869265636754548,1.0738,1,1,36.82,10.17,61.2,46,1
CELL_003,2024-01-02 20:35:00,5G,-75.1,-9.41,2.1596660088589807,718.92,313.14579480285386,8.89,0.6020005960810499,0.3535,1,0,36.82,10.17,79.5,47,1
CELL_004,2024-01-02 20:36:00,5G,-92.6,-18.43,12.941055667442576,197.6,84.83133891228931,2.307,0.30330905831061167,0.1258,1,0,36.82,10.17,46.7,12,0
CELL_015,2024-01-02 20:37:00,5G,-116.0,-15.34,14.60319180412517,51.71,22.156666794799204,26.323,4.456564142562544,3.9591,1,0,36.82,10.17,21.4,221,1
CELL_006,2024-01-02 20:38:00,5G,-106.4,-18.86,3.6293080708419367,54.17,19.89518379637661,24.591,1.229684062551725,1.0098,1,0,36.82,10.17,36.1,208,1
CELL_015,2024-01-02 20:39:00,5G,-105.7,-10.04,17.803191058101948,945.46,303.31693644329016,12.653,1.4079217140934788,0.1397,1,0,36.82,10.17,62.5,45,1
CELL_003,2024-01-02 20:40:00,5G,-87.3,-4.94,2.9890456459834516,842.87,363.1753948581834,9.584,0.8215363138012255,0.1806,1,0,36.82,10.17,53.6,47,1
CELL_014,2024-01-02 20:41:00,5G,-74.4,-8.1,11.523646181372168,203.07,82.60574868505714,1.429,0.18134334158121126,0.0006,1,0,36.82,10.17,52.7,11,1
CELL_020,2024-01-02 20:42:00,5G,-103.1,-6.92,3.2635064737188486,52.57,17.9458854285091,19.621,2.3193668959095617,0.24,1,0,36.82,10.17,34.5,202,1
CELL_014,2024-01-02 20:43:00,5G,-118.0,-14.31,3.8444566675187772,35.72,16.811532642269125,24.43,4.246918783440575,1.7772,1,0,36.82,10.17,14.1,187,1
CELL_004,2024-01-02 20:44:00,5G,-72.1,-8.93,8.782900798407669,1085.07,499.0877528272973,4.844,0.8049656457590598,0.2019,1,0,36.82,10.17,86.1,6,1
CELL_012,2024-01-02 20:45:00,5G,-110.69987887202365,-15.75,-6.698433222816684,247.46,93.1463682289957,1.939,0.2947863279523303,0.0712,1,1,36.82,10.17,57.0,13,1
CELL_017,2024-01-02 20:46:00,5G,-100.5,-18.81,19.25627453179106,229.64,77.63595498486426,2.109,0.17326959209908735,0.0394,1,0,36.82,10.17,48.0,16,1
CELL_007,2024-01-02 20:47:00,5G,-119.5,-10.48,24.92781742176119,886.55,405.91429303938156,9.078,0.7261670618920418,0.2351,1,0,36.82,10.17,59.6,43,1
CELL_009,2024-01-02 20:48:00,5G,-71.9,-15.79,17.816437878046262,193.88,76.82827507595184,2.009,0.12522976689067555,0.0187,1,0,36.82,10.17,48.3,10,1
CELL_003,2024-01-02 20:49:00,5G,-74.5,-12.17,25.074990044857614,896.96,345.4814498071963,273.87882382189133,79.94970052978746,24.80462641634064,1,1,36.82,10.17,83.9,40,1
CELL_013,2024-01-02 20:50:00,5G,-74.4,-17.8,8.851456193499644,213.35,88.56422894471895,1.413,0.09671080929762031,0.1006,1,0,36.82,10.17,56.2,11,0
CELL_015,2024-01-02 20:51:00,5G,-71.8,-17.68,21.387683867340655,276.93,86.89343715198213,1.671,0.087222465671381,0.024,1,0,36.82,10.17,53.7,8,1
CELL_018,2024-01-02 20:52:00,5G,-101.2,-10.87,9.654778984851326,579.23,225.21672736594957,10.118,1.0009801546850463,3.5426,1,0,36.82,10.17,59.6,41,0
CELL_019,2024-01-02 20:53:00,5G,-84.6,-8.83,18.266389997972496,964.66,296.5644126445874,10.188,1.0950532622551867,0.3764,1,0,36.82,10.17,81.2,35,1
CELL_001,2024-01-02 20:54:00,5G,-93.0,-5.71,-4.664426304668263,948.07,332.37558286708327,6.97,0.7613140548270922,1.401,1,0,36.82,10.17,78.8,46,1
CELL_006,2024-01-02 20:55:00,5G,-89.8,-17.16,28.517329621186995,780.16,320.11865164173804,8.856,1.2476438498233076,0.1209,1,0,36.82,10.17,74.2,43,1
CELL_002,2024-01-02 20:56:00,5G,-106.1,-5.97,-2.919454389836843,778.27,266.13364130518954,9.554,0.7016005309155388,0.6822,1,0,36.82,10.17,64.8,38,1
CELL_014,2024-01-02 20:57:00,5G,-87.6,-10.83,7.113826185491623,857.95,394.57882374686676,10.019,0.6950003250758445,1.1439,1,0,36.82,10.17,88.8,53,1
CELL_006,2024-01-02 20:58:00,5G,-72.6,-16.53,6.897212212189023,883.15,349.63916861611773,9.781,1.3130937345768958,0.4095,1,0,36.82,10.17,68.8,39,1
CELL_014,2024-01-02 20:59:00,5G,-96.5,-16.38,14.420567893755383,638.06,279.4610405307041,5.395,0.28564023280180395,0.0714,1,0,36.82,10.17,84.9,36,1
CELL_004,2024-01-02 21:00:00,5G,-92.9,-8.08,-0.5239950434329037,1287.64,580.8241119497766,5.36,0.34137346779708544,0.0199,1,0,36.82,10.17,95.7,10,1
CELL_008,2024-01-02 21:01:00,5G,-72.7,-10.08,9.885746974731198,901.4,322.6799537708116,6.573,0.5763137210213009,0.007,1,0,36.82,10.17,82.3,51,1
CELL_003,2024-01-02 21:02:00,5G,-97.1,-3.0,-0.44816930854921466,760.31,298.34196132976365,8.25,1.0289127666148672,0.225,1,0,36.82,10.17,55.9,60,1
CELL_019,2024-01-02 21:03:00,5G,-105.1,-14.49,16.938132603033562,261.63,124.34223388624237,1.98,0.34331726486167613,0.0485,1,0,36.82,10.17,58.4,14,1
CELL_014,2024-01-02 21:04:00,5G,-105.8,-11.62,18.230048300389086,50.91,15.468429920761745,28.986,4.706542480451572,1.282,1,0,36.82,10.17,31.6,214,1
CELL_020,2024-01-02 21:05:00,5G,-110.1,-3.86,-1.4193550648666649,278.44,116.81139886603437,1.813,0.17875737649627169,0.0099,1,0,36.82,10.17,64.8,12,1
CELL_017,2024-01-02 21:06:00,5G,-117.2,-9.99,2.6383402642023626,802.28,320.92159396260905,9.545,1.307971509183817,0.0331,1,0,36.82,10.17,70.8,48,1
CELL_008,2024-01-02 21:07:00,5G,-111.7,-17.82,-4.47106847517896,253.28,115.59362181638036,1.714,0.2793318753894993,0.0371,1,0,36.82,10.17,66.1,9,1
CELL_014,2024-01-02 21:08:00,5G,-102.7,-11.47,20.976991857415886,34.34,12.170510556798488,24.162,3.958325826738211,1.9709,1,0,36.82,10.17,62.8,222,1
CELL_006,2024-01-02 21:09:00,5G,-113.7,-5.67,16.001880083691134,13.35,5.644815733619807,20.689,1.1043708779370072,0.335,1,0,36.82,10.17,30.5,174,1
CELL_016,2024-01-02 21:10:00,5G,-105.4,-4.02,29.471767715519263,275.58,91.12943461322605,1.706,0.17708242868284527,0.1038,1,0,36.82,10.17,52.7,13,0
CELL_019,2024-01-02 21:11:00,5G,-98.7,-5.21,27.90716909059752,61.23,28.05432800911493,23.777,2.085936432623351,0.5298,1,0,36.82,10.17,19.8,177,1
CELL_014,2024-01-02 21:12:00,5G,-95.2,-18.12,-4.481142744993775,35.07,11.163729200877224,27.103,5.250702239460103,0.779,1,0,36.82,10.17,33.3,215,1
CELL_019,2024-01-02 21:13:00,5G,-98.0,-5.36,16.528338299414894,265.32,103.74377333362426,2.061,0.2775163559682287,0.1271,1,0,36.82,10.17,57.4,13,0
CELL_003,2024-01-02 21:14:00,5G,-78.8,-3.03,29.11847994342473,270.97,116.61149400322753,2.253,0.3538713199070479,0.0085,1,0,36.82,10.17,51.0,11,1
CELL_010,2024-01-02 21:15:00,5G,-100.3,-10.54,4.034173110917617,416.8,180.02479598714885,1.748,0.1341360085701556,0.0379,1,0,36.82,10.17,58.4,9,1
